安庆房产网,123,3室2厅1厨2卫,132.66㎡,迎江区,置地·皖江府,高楼层 (共18层),毛坯,两梯两户,南,普通住宅,暂无数据,板楼,9272,2021-11-03
安庆房产网,68.6,3室2厅1厨1卫,108.36㎡,迎江区,迎江御墅,中楼层 (共18层),毛坯,两梯三户,南 北,普通住宅,平层,板塔结合,6331,2022-08-23
安庆房产网,135,5室2厅1厨2卫,205.88㎡,迎江区,迎江御墅,高楼层 (共18层),简装,两梯两户,南,普通住宅,平层,平房,6558,2022-08-11
安庆房产网,72,2室2厅1厨1卫,90.03㎡,迎江区,恒大绿洲,中楼层 (共30层),精装,两梯四户,南,普通住宅,平层,塔楼,7998,2022-09-04
安庆房产网,89.9,4室2厅1厨2卫,140.27㎡,迎江区,绿地一期卡莎公馆,高楼层 (共18层),精装,两梯四户,南 北,普通住宅,复式,板塔结合,6410,2022-09-03
安庆房产网,69.8,2室1厅1厨1卫,88.6㎡,迎江区,恒大绿洲,低楼层 (共29层),精装,四梯四户,南,普通住宅,平层,板塔结合,7879,2022-09-06
安庆房产网,278,6室4厅1厨4卫,306.33㎡,迎江区,碧桂园1号公园,高楼层 (共27层),精装,一梯两户,南 北,普通住宅,复式,板楼,9076,2021-11-14
安庆房产网,81,3室2厅1厨1卫,138㎡,迎江区,碧桂园山水云间,中楼层 (共20层),毛坯,两梯三户,南,普通住宅,平层,板楼,5870,2020-09-08
安庆房产网,113.8,3室2厅1厨2卫,127.36㎡,迎江区,宜海林语棠三期,高楼层 (共11层),毛坯,两梯两户,南,普通住宅,平层,板楼,8936,2021-08-02
安庆房产网,83.9,3室1厅1厨1卫,89.36㎡,迎江区,新城吾悦华府一期,中楼层 (共34层),精装,两梯四户,南,普通住宅,平层,板塔结合,9389,2022-08-28
安庆房产网,110,3室2厅1厨1卫,110.08㎡,迎江区,新城吾悦华府一期,中楼层 (共34层),毛坯,两梯三户,南,普通住宅,平层,板楼,9993,2022-09-02
安庆房产网,125,4室2厅1厨2卫,128.17㎡,迎江区,翡翠华庭,低楼层 (共11层),毛坯,一梯两户,南 北,普通住宅,暂无数据,暂无数据,9753,2020-01-11
安庆房产网,67,3室2厅1厨1卫,111.36㎡,迎江区,大发宜景城四期,低楼层 (共34层),毛坯,两梯三户,南,普通住宅,平层,板楼,6017,2022-08-14
安庆房产网,80,3室1厅1厨1卫,120.49㎡,迎江区,绿地二期巴赫公馆,低楼层 (共33层),毛坯,两梯四户,南 北,普通住宅,平层,板楼,6640,2022-08-15
安庆房产网,89,3室2厅1厨2卫,122㎡,迎江区,置地皖江四季,低楼层 (共15层),毛坯,两梯两户,南 北,普通住宅,平层,板楼,7296,2022-08-23
安庆房产网,100,4室2厅1厨1卫,144.89㎡,迎江区,大发宜景城一期,低楼层 (共6层),毛坯,一梯两户,南,普通住宅,平层,板楼,6902,2019-12-07
安庆房产网,77,3室2厅1厨2卫,130.22㎡,迎江区,碧桂园1号公园,高楼层 (共28层),精装,两梯三户,南,普通住宅,平层,板楼,5914,2022-01-29
安庆房产网,106.8,3室2厅1厨2卫,119.46㎡,迎江区,绿地四期卢浮公馆,高楼层 (共33层),精装,两梯三户,南 北,普通住宅,平层,板楼,8941,2021-12-06
安庆房产网,115,3室2厅1厨2卫,133㎡,迎江区,置地皖江四季,低楼层 (共33层),毛坯,两梯两户,南,普通住宅,平层,板楼,8647,2021-03-29
安庆房产网,72.5,3室2厅1厨1卫,111.5㎡,迎江区,天下名筑,中楼层 (共34层),毛坯,两梯两户,南,普通住宅,平层,板楼,6503,2020-01-16
安庆房产网,69,3室2厅1厨1卫,96.11㎡,迎江区,碧桂园1号公园,高楼层 (共30层),精装,两梯三户,南,普通住宅,暂无数据,板楼,7180,2020-10-25
安庆房产网,76,3室2厅1厨1卫,110.89㎡,迎江区,碧桂园1号公园,中楼层 (共28层),精装,两梯三户,南,普通住宅,平层,板楼,6854,2020-08-30
安庆房产网,168,3室2厅1厨2卫,130.33㎡,迎江区,置地康熙左岸,高楼层 (共33层),精装,两梯两户,南,普通住宅,平层,板楼,12891,2022-08-25
安庆房产网,66,3室1厅1厨2卫,125㎡,迎江区,安庆碧桂园·长江万里,低楼层 (共11层),简装,两梯两户,南 北,普通住宅,平层,板塔结合,5280,2022-08-28
安庆房产网,139.8,3室1厅1厨2卫,133.78㎡,迎江区,置地皖江四季,中楼层 (共8层),毛坯,两梯两户,南,普通住宅,平层,暂无数据,10450,2022-07-21
安庆房产网,87.5,3室1厅1厨1卫,83.37㎡,大观区,滨江苑社区,中楼层 (共7层),精装,一梯三户,南,普通住宅,平层,板塔结合,10496,2022-06-26
安庆房产网,90.8,3室2厅1厨1卫,107.28㎡,迎江区,绿地四期卢浮公馆,高楼层 (共33层),毛坯,两梯四户,南,普通住宅,平层,板楼,8464,2022-08-19
安庆房产网,158,3室2厅1厨3卫,170㎡,迎江区,秦潭凤舞小区,低楼层 (共3层),None,None,精装,别墅,暂无数据,未知结构,9295,2019-09-21
安庆房产网,54.6,3室1厅1厨1卫,73.09㎡,大观区,戏校南路,低楼层 (共5层),精装,一梯两户,南,普通住宅,平层,暂无数据,7471,2022-08-18
安庆房产网,95,2室2厅1厨1卫,94.02㎡,迎江区,迎江府,中楼层 (共15层),毛坯,一梯两户,南 北,普通住宅,平层,板楼,10105,2021-05-29
安庆房产网,125,3室2厅1厨2卫,140㎡,迎江区,杭派·滟澜香堤,低楼层 (共7层),简装,一梯两户,南 北,普通住宅,平层,板楼,8929,2022-09-02
安庆房产网,92,3室2厅1厨2卫,116.74㎡,宜秀区,恒禾东尚,高楼层 (共28层),其他,两梯三户,南 北,普通住宅,平层,板楼,7881,2020-05-31
安庆房产网,24,3室1厅1厨1卫,69.2㎡,迎江区,人民路三百六十一号,高楼层 (共7层),简装,一梯两户,南,普通住宅,平层,暂无数据,3469,2021-09-20
安庆房产网,79.8,3室2厅1厨1卫,105.82㎡,宜秀区,梦祯苑北区,中楼层 (共4层),精装,一梯两户,南,普通住宅,平层,板楼,7542,2021-06-11
安庆房产网,32.8,2室1厅1厨1卫,70.13㎡,大观区,热电路19号,低楼层 (共6层),简装,一梯两户,南 北,普通住宅,平层,暂无数据,4678,2022-04-07
安庆房产网,103,3室2厅1厨1卫,134㎡,大观区,左岸名居,中楼层 (共18层),精装,一梯两户,南,普通住宅,平层,板塔结合,7687,2022-08-29
安庆房产网,147,3室2厅1厨2卫,130㎡,迎江区,置地康熙左岸,中楼层 (共33层),毛坯,一梯两户,南,普通住宅,平层,板楼,11308,2022-05-25
安庆房产网,57,2室2厅1厨1卫,102.56㎡,迎江区,安庆碧桂园·长江万里,低楼层 (共15层),毛坯,两梯两户,南,普通住宅,平层,板楼,5558,2022-06-06
安庆房产网,80,3室2厅1厨1卫,138.65㎡,迎江区,辉煌新村,低楼层 (共6层),精装,一梯两户,南,普通住宅,平层,板楼,5770,2022-08-26
安庆房产网,73,3室2厅1厨1卫,87.11㎡,迎江区,碧桂园1号公园,中楼层 (共30层),其他,两梯四户,北 南,普通住宅,平层,板楼,8381,2022-01-14
安庆房产网,30.6,2室2厅1厨1卫,81㎡,迎江区,任店新村,高楼层 (共6层),毛坯,一梯两户,南,普通住宅,平层,板楼,3778,2022-01-19
安庆房产网,49.8,2室1厅1厨1卫,48.1㎡,迎江区,钱牌楼街,中楼层 (共6层),简装,一梯两户,南,普通住宅,平层,板楼,10354,2021-06-17
安庆房产网,80,3室2厅1厨1卫,106㎡,迎江区,大发宜景城四期,高楼层 (共34层),精装,两梯四户,南,普通住宅,平层,板楼,7548,2022-01-16
安庆房产网,68,3室2厅1厨1卫,113.9㎡,迎江区,碧桂园山水云间,低楼层 (共20层),毛坯,两梯三户,南,普通住宅,平层,板楼,5971,2020-05-23
安庆房产网,70,3室2厅1厨1卫,123.1㎡,宜秀区,山圆小区,中楼层 (共5层),精装,一梯两户,南 北,普通住宅,平层,板楼,5687,2021-01-13
安庆房产网,42,2室2厅1厨1卫,80.92㎡,迎江区,机场新村,中楼层 (共6层),精装,一梯两户,南 北,普通住宅,平层,板楼,5191,2021-07-28
